id;source;name;neighbourhood_group_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;price
18845422;city scrape;Precioso piso a 10' de la playa;ALGIROS;Entire rental unit;Entire home/apt;4;2;2;3;290
18852887;city scrape;Paz Velvet, Espectacular Piso en Calle La Paz;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;2;3;5;285
18870924;city scrape;Habana Apartment. Wifi;EXTRAMURS;Entire loft;Entire home/apt;4;1;1;1;162
18875585;city scrape;Torre de Serrano Apartment;LA SAIDIA;Entire serviced apartment;Entire home/apt;4;0.5;3;3;123
18883164;city scrape;Private Terrace in Fantastic Central Penthouse!;LA SAIDIA;Entire rental unit;Entire home/apt;3;1;2;2;129
18905118;city scrape;Bright central private apartment with WiFi;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;2;2;71
18910073;city scrape;Apartamento playa El Perellonet,  15 ' Valencia;POBLATS DEL SUD;Entire condo;Entire home/apt;6;2;2;3;79
18950756;city scrape;Apartamento Ciudad Ciencias;QUATRE CARRERES;Entire condo;Entire home/apt;4;2;2;3;182
18973821;city scrape;Nice Apartment with Private Parking.;ALGIROS;Entire rental unit;Entire home/apt;4;1;1;2;92
18991922;city scrape;Casa de ensueño a 5 minutos de la playa;POBLATS MARITIMS;Entire townhouse;Entire home/apt;8;2.5;4;7;186
18997192;city scrape;Purísima Street I, ideal para familias.;CIUTAT VELLA;Entire rental unit;Entire home/apt;8;0;4;6;455
19004825;city scrape;Carmen 1 habitación exterior;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;0;1;2;146
19004826;city scrape;Carmen 2 dormitorios dobles;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;1;2;4;173
19004827;city scrape;Carmen 1 habitación;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;2;140
19004830;city scrape;Marina Penthouse 1 Bedroom;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;1;3;259
19004832;city scrape;Marina 2 Bedrooms 5 People;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;2;3;150
19005713;city scrape;Buhardilla Marina 2 Bedrooms 4 People;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;2;3;151
19015444;city scrape;Habitación Privada, cerca del Centro Pi.1-H3;QUATRE CARRERES;Private room in rental unit;Private room;1;1;8;1;14
19016638;city scrape;Apartamento primera línea de playa;POBLATS DEL SUD;Entire rental unit;Entire home/apt;3;1;2;2;60
19026751;city scrape;DUPLEX CIUDAD+PLAYA;POBLATS MARITIMS;Entire rental unit;Entire home/apt;6;2;3;6;120
19031359;city scrape;< Loft en Ciudad de Ciencias y cerca playa+parking;CAMINS AL GRAU;Entire loft;Entire home/apt;3;1;0;2;92
19064929;city scrape;CENTRAL, BRIGHT, DESIGN APARTMENT + A/C & WIFI;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;2;2;2;177
19129317;city scrape;3 BEDROOM NEWLY RENOVATED APT. IN EXTRAMURS. WIFI;EXTRAMURS;Entire rental unit;Entire home/apt;6;1.5;3;5;138
19136822;city scrape;Lovely cosy apartment in heart of Valencia;CAMINS AL GRAU;Entire condo;Entire home/apt;4;1;2;2;80
19139224;city scrape;2 Quiet apartments in the center of the city.;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;2;136
19141020;city scrape;La Malva Nueva;POBLATS MARITIMS;Entire home;Entire home/apt;6;2;3;5;195
19158294;city scrape;NEW apartment + wifi + parking + POOL VT-43757-V;CAMPANAR;Entire condo;Entire home/apt;4;1;1;2;195
19165574;city scrape;BAM ! CENTRO ! CENTER ! ZENTRUM !;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;1;2;4;126
19167035;city scrape;Entire apartment, city-centre best street!;L'EIXAMPLE;Entire rental unit;Entire home/apt;12;3;5;9;257
19169309;city scrape;SOROLLA 2 BEDROOMS 5 PEOPLE;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;4;88
19169311;city scrape;SOROLLA 1 BEDROOM;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;2;77
19169312;city scrape;SOROLLA ATTIC;CIUTAT VELLA;Entire rental unit;Entire home/apt;5;1;2;4;99
19169313;city scrape;TURIA 1 BEDROOM;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;3;137
19169314;city scrape;TURIA 1 BEDROOM - GROUND FLOOR;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;3;130
19169331;city scrape;PORT 1 BEDROOM;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;1;3;138
19169334;city scrape;MERCAT LOFT PRIMERA PLANTA;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;0;2;152
19169343;city scrape;PORT PENTHOUSE WITH TERRACE;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;1;2;170
19169345;city scrape;MERCAT LOFT 2ND FLOOR;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;0;2;141
19169346;city scrape;MERCAT LOFT 3RD FLOOR;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;0;2;135
19169347;city scrape;MERCAT LOFT 4TH FLOOR;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;0;2;129
19169689;city scrape;lux Carmen centro histórico;CIUTAT VELLA;Entire condo;Entire home/apt;4;1;2;2;119
19184017;city scrape;Loft in Cabanyal, Padre Luis Navarro;POBLATS MARITIMS;Entire loft;Entire home/apt;2;1;0;1;100
19223606;city scrape;Charming country house 15 minutes from Valencia;POBLATS DEL NORD;Entire cottage;Entire home/apt;7;3.5;3;5;140
19226483;city scrape;centrico apartamento;CIUTAT VELLA;Entire rental unit;Entire home/apt;3;1;1;2;40
19235640;city scrape;Auténtico Central Encantador/Wifi/Aire Acondiciona;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1.5;2;2;125
19260385;city scrape;Nice apartment in the historic center of Valencia;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;2;2;3;145
19264438;city scrape;Comfortable cute flat center wifi/AC;LA SAIDIA;Entire rental unit;Entire home/apt;4;1;3;3;90
19281163;city scrape;Casa Zoe;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;120
19304594;city scrape;Bonito piso recién reformado con gran terraza;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;3;3;130
19363075;city scrape;Perfect Apartment Sunny Beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;9;2;6;11;314
19383989;city scrape;Apartamento en la playa del Cabañal, Valencia.;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;3;3;175
19384795;city scrape;Private Room, need to share kitchen and bathroom;EXTRAMURS;Private room in hostel;Private room;2;1;1;1;42
19405787;city scrape;CHARMING & STILISH & BRIGHT & WELL LOCATED & COZY;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;2;97
19420665;city scrape;Casa Progreso/ House by the sea;POBLATS MARITIMS;Entire condo;Entire home/apt;2;1;1;1;115
19423473;city scrape;Habitación suite con balcón.Valencia centro 25mtrs;CIUTAT VELLA;Private room in rental unit;Private room;2;1;1;1;70
19445128;city scrape;Sunny and Stylish Apartment with Balcony-style;EXTRAMURS;Entire rental unit;Entire home/apt;2;1;1;1;112
19445529;city scrape;CENTRAL, MODERN AND COMFORTABLE APARTMENT;EXTRAMURS;Entire rental unit;Entire home/apt;2;1;1;2;110
19447494;city scrape;Bright and Compact Apartment Near Finca Roja;EXTRAMURS;Entire rental unit;Entire home/apt;2;1;1;1;112
19449403;city scrape;Nice Appartment in Old Town El Carmen -Wifi & AC;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;95
19461608;city scrape;Habitación privada en la Ciudad de las Ciencias;CAMINS AL GRAU;Private room in rental unit;Private room;2;1;1;1;41
19483186;city scrape;Tu Ático wifi;POBLATS MARITIMS;Entire rental unit;Entire home/apt;7;1;2;5;100
19528420;city scrape;Apartamento  Oceanografic.;CAMINS AL GRAU;Entire rental unit;Entire home/apt;6;3;3;4;170
19544065;city scrape;Design flat, between city centre and beach;CAMINS AL GRAU;Entire rental unit;Entire home/apt;4;1;2;2;105
19548370;city scrape;Apartamento artes 7/10;EL PLA DEL REAL;Entire rental unit;Entire home/apt;4;2;2;2;116
19576860;city scrape;APARTAMENTO EN EL BARRIO DEL CARMEN;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;121
19579542;city scrape;Квартира в центре Валенсии;QUATRE CARRERES;Entire rental unit;Entire home/apt;6;3;4;3;159
19601947;city scrape;EXCELLENT APARTMENT WITH TERRACE IN RUZAFA;L'EIXAMPLE;Entire rental unit;Entire home/apt;4;1;2;3;119
19603149;city scrape;Apartamento IA Fabric;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;3;110
19605553;city scrape;Acogedor dúplex junto a la Ciudad de las Ciencias.;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1.5;3;3;80
19616220;city scrape;Loft luxe BURBUJA estrellas Atico Terraza  Wifi;PATRAIX;Entire loft;Entire home/apt;6;1;1;0;259
19622382;city scrape;FUNKY RETRO DOUBLE ROOM;L'EIXAMPLE;Private room in rental unit;Private room;2;1;1;1;44
19622445;city scrape;Funky Retro Single Room;L'EIXAMPLE;Private room in rental unit;Private room;1;1;1;1;42
19624392;city scrape;The Mercado Central Apartment by Florit Flats;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;1;140
19630348;city scrape;Casa Cabanyal - playa Malvarrosa;POBLATS MARITIMS;Entire rental unit;Entire home/apt;3;1;1;2;89
19636780;city scrape;Piso confortable cerca de Ciudad de las Artes.;ALGIROS;Entire rental unit;Entire home/apt;5;1;3;3;100
19648217;city scrape;Modern Comfortable flat, queen size bed, wifi;CAMINS AL GRAU;Entire rental unit;Entire home/apt;2;1;1;1;80
19658458;city scrape;Beautiful flat in traditional building;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;119
19694078;city scrape;Upscale Apartment Close to the Beach;POBLATS MARITIMS;Entire loft;Entire home/apt;6;1;2;3;185
19714234;city scrape;3Quiet Duplex-apartments in the center of the city;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;1;3;4;116
19727897;city scrape;The Ático Oasis en Ruzafa by Florit Flats;L'EIXAMPLE;Entire loft;Entire home/apt;2;1;1;1;171
19766478;city scrape;Fantástico piso cerca de la playa;POBLATS MARITIMS;Entire rental unit;Entire home/apt;7;5;5;5;126
19766736;city scrape;Semiático con vistas increibles y luz natural;CAMINS AL GRAU;Entire condo;Entire home/apt;6;2;2;3;199
19773866;city scrape;Fantástico duplex para 12 personas;ALGIROS;Entire rental unit;Entire home/apt;12;7;6;6;280
19784744;city scrape;Loft con mucha luz en el centro. Barrio Ruzafa;L'EIXAMPLE;Entire loft;Entire home/apt;2;1;1;1;151
19794402;city scrape;Habitación exterior grande. Limpia y confortable.;CAMINS AL GRAU;Private room in guest suite;Private room;1;1;1;1;35
19817198;city scrape;Cozy & peaceful apartment in the heart of Valencia;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;3;4;173
19841368;city scrape;The spiral staircase dúplex;L'EIXAMPLE;Entire rental unit;Entire home/apt;6;2;4;5;174
19859974;city scrape;SPACIOUS & QUIET. HEART OF OLD TOWN + WIFI + A/C;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;123
19860023;city scrape;Rebajado excelente Piso a 5 minutos de la playa.;BENIMACLET;Entire rental unit;Entire home/apt;5;1;3;3;206
19861039;city scrape;Modern&traditional fisherman´s house by the beach;POBLATS MARITIMS;Entire loft;Entire home/apt;3;1;1;3;151
19876197;city scrape;bedroom near of the beach;POBLATS MARITIMS;Private room in rental unit;Private room;2;1;1;1;44
19905509;city scrape;Artes 2/10;EL PLA DEL REAL;Entire rental unit;Entire home/apt;4;2;2;2;127
19915517;city scrape;Casita con terraza en Cabanyal;POBLATS MARITIMS;Entire rental unit;Entire home/apt;3;1;1;2;103
19926683;city scrape;Nordic Stay Valencia Designer Loft Ruzafa Area;QUATRE CARRERES;Entire loft;Entire home/apt;4;1;1;1;100
19935603;city scrape;★ Historical and luxury flat in the old town ★;CIUTAT VELLA;Entire rental unit;Entire home/apt;5;2;3;4;150
19936738;city scrape;Deluxe space to make your stay perfect. 8 guest;EXTRAMURS;Entire rental unit;Entire home/apt;8;2;3;3;190
19948519;city scrape;Apartamento cerca de playa y Ciudad las Ciencias;CAMINS AL GRAU;Entire rental unit;Entire home/apt;5;1;3;4;79
19983735;city scrape;Charming Loft with Terrace;EXTRAMURS;Entire loft;Entire home/apt;6;1;2;3;83
19994506;city scrape;Apt/248_Céntrico apartamento en Valencia.;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;2;117
20011325;city scrape;Estupendo piso junto playa y puerto de valencia;CAMINS AL GRAU;Entire rental unit;Entire home/apt;4;1;2;5;113
20019020;city scrape;Abuhardillado luminoso y cálido apartamento;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;2;130
20066885;city scrape;Bio house Cabañal. Next to the beache;POBLATS MARITIMS;Entire home;Entire home/apt;6;1;2;4;125
20071998;city scrape;ACOGEDOR APARTAMENTO EN EL MISMO CENTRO.VT-46175-V;CIUTAT VELLA;Entire rental unit;Entire home/apt;3;1;1;2;85
20101839;city scrape;Comedias Ii;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;2;221
20135352;city scrape;Oceanographic, City of Arts and Malvarrosa Beach.;CAMINS AL GRAU;Entire home;Entire home/apt;2;0.5;1;1;99
20135707;city scrape;Good Vibes Loft on City of Sciences;QUATRE CARRERES;Entire rental unit;Entire home/apt;6;2;2;3;130
20170889;city scrape;Casa en el Cabanyal Playa;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1.5;1;2;64
20199751;city scrape;Habitación cerca del centro;L'OLIVERETA;Private room in bed and breakfast;Private room;1;1;1;1;36
20210909;city scrape;Habitación privada a 20 minutos del centro;QUATRE CARRERES;Private room in rental unit;Private room;2;1;1;1;19
20267586;city scrape;NEW LOFT IN RUZAFA WITH JACUZZI AND FIREPLACE;L'EIXAMPLE;Entire loft;Entire home/apt;2;1;0;1;91
20273100;city scrape;Modern apartment close to Plaza Ayuntamiento;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;2;2;133
20277809;city scrape;A&J;QUATRE CARRERES;Entire rental unit;Entire home/apt;6;1.5;3;4;132
20283327;city scrape;Apartment ''BiA'' next to the beach. Best place!!!;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;2;3;99
20321809;city scrape;MUSEUM APARTMENT;CIUTAT VELLA;Entire rental unit;Entire home/apt;5;2;3;3;104
20359625;city scrape;Apartment in Ruzafa, the heart of Valencia.;L'EIXAMPLE;Entire rental unit;Entire home/apt;3;1;1;1;92
20398541;city scrape;Loft en el Cabanyal;POBLATS MARITIMS;Entire loft;Entire home/apt;2;1.5;1;1;100
20419267;city scrape;Amplio piso bien comunicado con playa con ascensor;RASCANYA;Entire home;Entire home/apt;3;1;2;2;500
20420241;city scrape;Big and nice room near city center;ALGIROS;Private room in rental unit;Private room;2;2;1;1;28
20463802;city scrape;COZY STYLISH LOFT IN PREMIUM LOCATION - WIFI & AC;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;1;104
20489371;city scrape;Botánico, amplio y funcional. 3 personas WiFi;EXTRAMURS;Entire rental unit;Entire home/apt;3;1;2;2;93
20500277;city scrape;Apartamento frente a la catedral;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;1;2;94
20552669;city scrape;Loft con increíbles vistas panorámicas, free parking e Internet.;RASCANYA;Entire loft;Entire home/apt;2;1;1;1;125
20577567;city scrape;Casa ideal con terraza en la Marina de Valencia!;POBLATS MARITIMS;Entire rental unit;Entire home/apt;3;1;2;2;150
20689037;city scrape;APARTAMENTO CERCA DE LA PLAYA, DE 3 HABITACIONES;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;3;3;119
20721244;city scrape;“Casa Eline”  in City Center el Carmen & free WiFi;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;2;120
20722354;city scrape;Valencia | Puerto | Ciudad Artes y las Ciencias;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;3;4;115
20735125;city scrape;Cómoda Habitación/privada en Valencia con WiFi;PATRAIX;Private room in condo;Private room;2;1;1;1;33
20747965;city scrape;Estilo y comodidad con la ciudad a tu alcance;CAMINS AL GRAU;Entire rental unit;Entire home/apt;4;1;3;3;99
20764964;city scrape;69€ Apartment in the city center, old town, Carmen;CIUTAT VELLA;Tiny home;Entire home/apt;2;1;1;2;92
20781652;city scrape;NUEVO ACOGEDOR PROXIMO CENTRO Y JARDINES DEL TURIA;CAMPANAR;Entire rental unit;Entire home/apt;5;2;3;5;95
20808638;city scrape;1B CASUAL-CHIC STUDIO IN THE HISTORICAL CENTER;CIUTAT VELLA;Entire loft;Entire home/apt;3;1.5;1;3;70
20822160;city scrape;penthouse valencia;CAMINS AL GRAU;Entire loft;Entire home/apt;4;1;3;5;150
20831829;city scrape;Espacioso apartamento en Ruzafa;L'EIXAMPLE;Entire rental unit;Entire home/apt;5;1;4;4;154
20845899;city scrape;2B CASUAL-CHIC STUDIO EN EL CENTRO HISTORICO;CIUTAT VELLA;Entire loft;Entire home/apt;2;1;1;3;70
20869480;city scrape;Exclusive! Duplex in front of Central Market;CIUTAT VELLA;Entire rental unit;Entire home/apt;8;2;3;5;139
20881841;city scrape;Luminosa habitación exterior;PATRAIX;Private room in rental unit;Private room;1;1;1;1;45
20883540;city scrape;Habitación individual Patraix (cerca estacion AVE);PATRAIX;Private room in rental unit;Private room;1;1;1;1;25
20894254;city scrape;Cozy and bright, Quart towers;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;2;2;85
20908611;city scrape;Plaza de España: Light, Tranquility and Local Life;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;2;3;147
20911350;city scrape;3B CASUAL-CHIC STUDIO EN EL CENTRO HISTORICO;CIUTAT VELLA;Entire loft;Entire home/apt;3;1;1;2;75
20942245;city scrape;4B CASUAL-CHIC STUDIO IN THE HISTORICAL CENTER;CIUTAT VELLA;Entire loft;Entire home/apt;2;1;1;2;75
20944568;city scrape;Modern and big!  With Terrace! Center of Valencia!;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;2;2;5;92
20955438;city scrape;Habitación para dos en Ruzafa, en piso centrico.;L'EIXAMPLE;Private room in rental unit;Private room;2;1.5;1;2;27
20965188;city scrape;Casa Marcellino;EXTRAMURS;Entire rental unit;Entire home/apt;8;2;2;3;141
21015492;city scrape;Tranquila ideal para turismo andando;EL PLA DEL REAL;Private room in rental unit;Private room;1;1;1;1;34
21017225;city scrape;Ático con terraza en el centro La Cambra;CIUTAT VELLA;Entire loft;Entire home/apt;3;1;1;2;95
21048774;city scrape;Bedroom in Valencia.;JESUS;Private room in rental unit;Private room;1;1;2;1;40
21061781;city scrape;Apartamento acogedor junto a Torres de Quart;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;1;2;110
21076548;city scrape;A 100 metros de la Playa de la Malvarrosa;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;2;5;135
21084078;city scrape;Orange LOFT, Valencia, WIFI, Piscina;PATRAIX;Entire loft;Entire home/apt;6;1;1;1;93
21104977;city scrape;Charming apartment in a top location;L'EIXAMPLE;Entire rental unit;Entire home/apt;4;1;2;3;186
21111041;city scrape;ApartUP Francia Views AACC+Wifi+Pool+Parking;CAMINS AL GRAU;Entire rental unit;Entire home/apt;4;1;1;1;163
21116632;city scrape;Nordic Stay Valencia 4 - Sunny Stylish Loft;RASCANYA;Entire rental unit;Entire home/apt;4;1;1;2;91
21145588;city scrape;Gran Apartamento junto al Centro Histórico;LA SAIDIA;Entire rental unit;Entire home/apt;4;2;2;3;118
21146228;city scrape;Clean and centric flat at a good price!;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;3;2;96
21161017;city scrape;Apt/250_Luminous and cosy apartment in city center;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1.5;1;2;114
21179517;city scrape;Musico 3 · Musico 3 Turia Gardens;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;2;1;2;205
21182584;city scrape;Apartamento centro Ciudad con internet;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;2;1;87
21193430;city scrape;BRAND NEW SURFER LOFT IN RUZAFA, THE COOLEST SPOT;L'EIXAMPLE;Entire rental unit;Entire home/apt;2;1;1;1;98
21194212;city scrape;BRAND NEW ZEN LOFT IN THE HEART OF RUZAFA;L'EIXAMPLE;Entire rental unit;Entire home/apt;3;1;1;2;105
21197407;city scrape;BRAND NEW MARINE LOFT IN THE HEART OF RUZAFA;L'EIXAMPLE;Entire rental unit;Entire home/apt;3;1;1;1;99
21197935;city scrape;Walking to the Beach, A/C, WI-FI, 40¨LCD Netflix;POBLATS MARITIMS;Entire rental unit;Entire home/apt;4;1;3;3;166
21203704;city scrape;ApartUP Levante Skyline Wifi+Pool+Parking;QUATRE CARRERES;Entire rental unit;Entire home/apt;6;2;3;4;198
21207734;city scrape;BRAND NEW VINTAGE PENTHOUSE IN THE HEART OF RUZAFA;L'EIXAMPLE;Entire loft;Entire home/apt;3;1;1;2;105
21208980;city scrape;Gran Via;EXTRAMURS;Entire rental unit;Entire home/apt;4;1;2;3;318
21210754;city scrape;EL CID;L'OLIVERETA;Entire rental unit;Entire home/apt;6;1;3;5;58
21214831;city scrape;Habitación pequeña simple en piso céntrico;L'EIXAMPLE;Private room in rental unit;Private room;1;1.5;1;1;30
21304877;city scrape;Habitación doble cerca del centro de Valencia;EL PLA DEL REAL;Private room in rental unit;Private room;2;1;1;3;60
21317452;city scrape;Piso Centro Histórico Ciutat Vella, Bº Velluters;CIUTAT VELLA;Entire rental unit;Entire home/apt;5;1.5;2;2;88
21329212;city scrape;Big & Clean Apartment.;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;2;3;5;160
21330807;city scrape;Habitación,Facultades,Centro,Bares,Restaurantes,M.;EL PLA DEL REAL;Private room in rental unit;Private room;2;1;1;1;190
21396577;city scrape;HOME VALENCIA BEACH. Tu casa en Valencia;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;2;4;115
21435651;city scrape;LOFT Romántico A 100 metros del MAR;POBLATS MARITIMS;Entire loft;Entire home/apt;2;1;1;1;76
21469656;city scrape;Cosy Flat in Valencia With  Wi-Fi;L'OLIVERETA;Entire rental unit;Entire home/apt;5;1;3;3;55
21478999;city scrape;Tranquila y céntrica piso con balcón;EL PLA DEL REAL;Private room in rental unit;Private room;2;1.5;1;2;38
21480493;city scrape;Doble Asian style room +WiFi in Benimaclet;BENIMACLET;Private room in rental unit;Private room;2;1;3;2;35
21484897;city scrape;Estudio en finca monumental 1E;CIUTAT VELLA;Entire loft;Entire home/apt;2;1;1;1;50
21548819;city scrape;NICE HOUSE WITH POOL IN VALENCIA BEACH.;POBLATS MARITIMS;Entire home;Entire home/apt;11;3.5;6;13;353
21557123;city scrape;LOFT-A con terraza entre Oceanographic y Ruzafa;QUATRE CARRERES;Entire loft;Entire home/apt;4;1;1;4;68
21557692;city scrape;LOFT-B con terraza/entre Oceanographic +Ruzafa;QUATRE CARRERES;Entire loft;Entire home/apt;3;1;1;3;78
21557900;city scrape;LOFT-C SUPER COOL entre Oceanographic y Ruzafa;QUATRE CARRERES;Entire loft;Entire home/apt;4;1;1;2;85
21558373;city scrape;LOFT-D  con terraza entre Oceanographic y Ruzafa;QUATRE CARRERES;Entire loft;Entire home/apt;4;1;1;2;70
21574372;city scrape;A (va026) Th Ático comedias.;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;1;2;3;236
21613747;city scrape;Coqueto apartamento en Ruzafa - AC y wifi rapido;L'EIXAMPLE;Entire rental unit;Entire home/apt;4;2;2;2;156
21630595;city scrape;Apartamento Maravilloso. Centro de Valencia (WIFI);CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;3;210
21644545;city scrape;Apart.en Ciudad de Ciencias y cerca playa +Parking;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1;1;1;99
21646023;city scrape;Nice, near beach, ciencias, and connected center.;CAMINS AL GRAU;Entire rental unit;Entire home/apt;5;1;3;3;169
21690558;city scrape;APARTAMENTO EN BOTÁNICO • CENTRO junto Río Turia;EXTRAMURS;Entire rental unit;Entire home/apt;3;1;1;1;120
21756844;city scrape;Apartamento Marítimo C;CAMINS AL GRAU;Entire rental unit;Entire home/apt;3;1;1;1;53
21779292;city scrape;Cosy Apartment in Perfect Location on Turia Garden;CAMINS AL GRAU;Entire rental unit;Entire home/apt;4;1;1;2;150
21785229;city scrape;Heerlijk licht appartement 550mtr vh strand, Wifi;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;2;3;3;125
21792273;city scrape;TURIA CENTR;LA SAIDIA;Entire rental unit;Entire home/apt;7;2.5;3;4;580
21798337;city scrape;Penthouse with terrace Valencia Center - Ruzafa;L'EIXAMPLE;Entire loft;Entire home/apt;2;1;1;1;250
21824519;city scrape;Antiguo Reino;QUATRE CARRERES;Entire rental unit;Entire home/apt;6;1;0;6;94
21834884;city scrape;Old Town Flat + Wi-Fi + Parking + Supermarket;CIUTAT VELLA;Entire rental unit;Entire home/apt;6;2;3;3;229
21857008;city scrape;Complete apartment near City of Cience in Valencia;ALGIROS;Entire condo;Entire home/apt;5;1.5;3;5;110
21871269;city scrape;Beautiful apartment in the center of the Old Town;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1;1;1;75
21936011;city scrape;Apartamento dúplex,  cerca del centro de Valencia.;QUATRE CARRERES;Entire rental unit;Entire home/apt;4;1.5;2;2;95
21940679;city scrape;Apartamiento luz de maria MDPF;QUATRE CARRERES;Entire rental unit;Entire home/apt;5;2;0;6;250
22040614;city scrape;Grand appartement calme avec terrasse;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;2;198
22043955;city scrape;Calm Company;POBLATS MARITIMS;Entire rental unit;Entire home/apt;5;1;3;5;92
22046427;city scrape;Musico 1 Turia Gardens;CIUTAT VELLA;Entire rental unit;Entire home/apt;5;1;2;3;205
22059946;city scrape;moderno apartamento en ciudad de las ciencias.WIFI;CAMINS AL GRAU;Entire rental unit;Entire home/apt;6;1;3;5;107
22093486;city scrape;Bohemian Benimaclet, perfect for centre & beach:;BENIMACLET;Private room in rental unit;Private room;1;1;1;1;32
22093727;city scrape;Bohemian Benimaclet, perfect for city & beach::;BENIMACLET;Private room in rental unit;Private room;1;1;1;1;26
22116690;city scrape;⭐️Best Valencia Beach Flat♜Historic Area♜next➤Beach;POBLATS MARITIMS;Entire rental unit;Entire home/apt;3;1;1;2;90
22117477;city scrape;Fantastic ! 👍 A la LUNA de VALèNCIA & VT-45528-V;CAMPANAR;Entire condo;Entire home/apt;4;2;3;3;85
22146196;city scrape;Habitación cómoda, buena ubicación;CAMINS AL GRAU;Private room in rental unit;Private room;1;1;1;1;30
22173521;city scrape;Apartment next to BIOPARC;L'OLIVERETA;Entire rental unit;Entire home/apt;5;1;3;3;93
22201608;city scrape;APARTAMENTO 2 HABITACIONES, CIUTAT VELLA-EL CARMEN;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;2;274
22201609;city scrape;PENTHOUSE WITH PRIVATE TERRACE ,EL CARMEN;CIUTAT VELLA;Entire rental unit;Entire home/apt;4;1;2;2;274
22201610;city scrape;DÚPLEX DE 1 HABITACIÓN EN EL CARMEN- CIUTAT VELLA;CIUTAT VELLA;Entire rental unit;Entire home/apt;2;1.5;1;1;201
